Lifecycle,project_id,Maintainer Name,Company,GitHub Name,maintainers.yaml,Mailing List
,,Karol Szwaj,Kubermatic GmbH,cnvergence,,
,,Mangirdas Judeikis,Individual - No Account,mjudeikis,,
,,Moath Qasim,Individual - No Account,moadqassem,,
,,Nelo-T. Wallus,SAP SE,ntnn,,
,,Sergiusz Urbaniak,Red Hat LLC,s-urbaniak,,
,,sttts Stefan Schimanski,NVIDIA,sttts,,
Sandbox,kcl-lang,,,amyXia1994,https://github.com/kcl-lang/.project/blob/main/maintainers.yaml,cncf-kcl-maintainers@lists.cncf.io
,,chai2010 chai2010,Individual - No Account,chai2010,,
,,,,ekkoful,,
,,Ethan Duo,Individual - No Account,ldxdl,,
,,,,He1pa,,
,,,,i-zhen,,
,,,,jakezhu9,,
,,Pengfei Xu,Individual - No Account,Peefy,,
,,Xiangfei Chen,Individual - No Account,NeverRaR,,
,,Zong Zhe,Individual - No Account,zong-zhe,,
Sandbox,kcp-dev,Andy Anderson,Kubestellar,clubanderson,https://github.com/kcp-dev/.project/blob/main/maintainers.yaml,cncf-kcp-maintainers@lists.cncf.io
,,Christoph Mewes,Kubermatic GmbH,xrstf,,
,,Mangirdas Judeikis,Individual - No Account,mjudeikis,,
,,Marko Mudrinić,Kubermatic GmbH,xmudrii,,
,,Marvin Beckers,"ClickHouse, Inc.",embik,,
,,Nelo-T. Wallus,SAP SE,ntnn,,
,,Róbert Vašek,The European Organization for Nuclear Research,gman0,,
,,Sebastian Scheele,Kubermatic GmbH,scheeles,,
,,Simon Bein,Kubermatic,SimonTheLeg,,
,,sttts Stefan Schimanski,NVIDIA,sttts,,
Sandbox,Kepler,[[unknown]] [[unknown]],Individual - No Account,yellowhat,https://github.com/sustainable-computing-io/.project/blob/main/maintainers.yaml,cncf-kepler-maintainers@lists.cncf.io
,,Brad McCoy,basiq,bradmccoydev,,
,,,,KaiyiLiu1234,,
,,Laura Llinares,CERN,laurall974,,
,,Niki Manoledaki,"Raintank, Inc. – Grafana Labs",nikimanoledaki,,
,,Peng Hui Jiang,International Business Machines Corporation,jiangphcn,,
,,Sunil Thaha,Red Hat LLC,sthaha,,
,,Sunyanan Choochotkaew,IBM,sunya-ch,,
,,Vibhu Prashar,RedHat,vprashar2929,,
,,Vimal Kumar,Individual - No Account,vimalk78,,
,,Yi Yuan,Individual - No Account,SamYuan1990,,
Sandbox,keylime,Alberto Domínguez,Individual - No Account,aplanas,https://github.com/keylime/.project/blob/main/maintainers.yaml,cncf-keylime-maintainers@lists.cncf.io
,,,,ansasaki,,
,,,,maugustosilva,,
,,Michael Peters,Red Hat LLC,mpeters,,
,,,,sergio-correia,,
,,,,stefanberger,,
,,,,THS-on,,
Sandbox,kgateway-dev,Andy Fong,Individual - No Account,andy-fong,https://github.com/kgateway-dev/.project/blob/main/maintainers.yaml,cncf-kgateway-maintainers@lists.cncf.io
,,Arthur Berger,"Solo.io, Inc.",artberger,,
,,,,ashleywang1,,
,,Christian Posta,"Solo.io, Inc.",christian-posta,,
,,Craig Box,Individual - No Account,craigbox,,
,,Daneyon Hansen,"Solo.io, Inc.",danehans,,
,,David Chandler,Individual - No Account,chandler-solo,,
,,David Jumani,"Solo.io, Inc.",davidjumani,,
,,Eitan Yarmush,"Solo.io, Inc.",EItanya,,
,,Ian Rudie,"Solo.io, Inc.",ilrudie,,
,,Jacob Bohanon,Individual - No Account,jbohanon,,
,,Jenny Shu,"Solo.io, Inc.",jenshu,,
,,John Howard,"Solo.io, Inc.",howardjohn,,
,,,,kristin-kronstain-brown,,
,,,,lgadban,,
,,Lin Sun,"Solo.io, Inc.",linsun,,
,,,,Nadine2016,,
,,Nathan Fudenberg,Individual - No Account,nfuden,,
,,Nina Polshakova,Individual - No Account,npolshakova,,
,,omar.hammami@ibm.com omar.hammami@ibm.com,Individual - No Account,puertomontt,,
,,Petr McAllister,VMware LLC,PetrMc,,
,,Rachael Graham,International Business Machines Corporation,Rachael-Graham,,
,,,,sam-heilbron,,
,,Scott Weiss,"Solo.io, Inc.",ilackarms,,
,,Seth Heidkamp,Individual - No Account,sheidkamp,,
,,Shane O'Donnell,"Solo.io, Inc.",Sodman,,
,,,,shashankram,,
,,Steven Landow,Aviatrix,stevenctl,,
,,Tim Flannagan,"Solo.io, Inc.",timflannagan,,
,,Tyler Schade,"GEICO, Inc.",tjons,,
,,,,wendeh,,
,,,,williamgrh,,
,,Yossi Mesika,"Solo.io, Inc.",ymesika,,
,,yuval kohavi,"Solo.io, Inc.",yuval-k,,
Sandbox,kitops-ml,,,amisevsk,https://github.com/kitops-ml/.project/blob/main/maintainers.yaml,cncf-kitops-maintainers@lists.cncf.io
,,,,bmicklea,,
,,Gorkem Ercan,Red Hat LLC,gorkem,,
,,Jacob Fuss,"Akara Technologies, Inc",jfuss,,
,,,,javisperez,,
,,Jesse Williams,Codenvy,Jwilliamsr,,
,,Nida Hasan,"Akara Technologies, Inc",nida-hasan,,
Sandbox,kmesh-net,[[unknown]] [[unknown]],Individual - No Account,bitcoffeeiux,https://github.com/kmesh-net/.project/blob/main/maintainers.yaml,cncf-kmesh-maintainers@lists.cncf.io
,,[[Unknown]] [not provided],,nlgwcy,,
,,Kevin Wang,"Huawei Technologies Co., Ltd",kevin-wangzefeng,,
,,Songyang Xie,Individual - No Account,supercharge-xsy,,
,,Zengzeng Yao,"Huawei Technologies Co., Ltd",YaoZengzeng,,
,,zhencheng li,"Huawei Technologies Co., Ltd",LiZhencheng9527,,
,,Zhonghu Xu,"Huawei Technologies Co., Ltd",hzxuzhonghu,,
Sandbox,ko-build,Jason Hall,Cursor,imjasonh,https://github.com/ko-build/.project/blob/main/maintainers.yaml,cncf-ko-maintainers@lists.cncf.io
,,Jon Johnson,Google LLC,jonjohnsonjr,,
,,Matt Moore,"Chainguard, Inc.",mattmoor,,
Sandbox,konveyor,Dylan Murray,Red Hat LLC,dymurray,https://github.com/konveyor/.project/blob/main/maintainers.yaml,cncf-konveyor-maintainers@lists.cncf.io
,,John Matthews,Red Hat LLC,jwmatthews,,
,,,,JonathanR19,,
,,Ramon Nissen,Red Hat LLC,rromannissen,,
,,Savitha Raghunathan,Red Hat LLC,savitharaghunathan,,
,,,,tamintheclouds,,
,,Todd Sanders,Red Hat LLC,tsanders-rh,,
Sandbox,koordinator-sh,[[unknown]] [[unknown]],Individual - No Account,j4ckstraw,https://github.com/koordinator-sh/.project/blob/main/maintainers.yaml,cncf-koordinator-maintainers@lists.cncf.io
,,Fansong Zeng,Alibaba Cloud (Singapore) Private LTD,hormes,,
,,Jason Liu,Individual - No Account,jasonliu747,,
,,jianyu zms,Individual - No Account,ZiMengSheng,,
,,Joseph Lee,Lepton AI,eahydra,,
,,,,kangclzjc,,
,,lucming lucming,Individual - No Account,lucming,,
,,Rougang Han,Alibaba Cloud (Singapore) Private LTD,saintube,,
,,Siyu Wang,"ALIBABA.COM, INC.",FillZpp,,
,,,,songzh215,,
,,Zach Zhu,Individual - No Account,zqzten,,
,,,,zwzhang0107,,
Sandbox,kptdev,Ciaran Johnston,Individual - No Account,ciaranjohnston,https://github.com/kptdev/.project/blob/main/maintainers.yaml,cncf-kpt-maintainers@lists.cncf.io
,,Gergely Csatari,Nokia Corporation,CsatariGergely,,
,,Istvan Kispal,Nokia Corporation,kispaljr,,
,,Liam Fallon,Ericsson Software Technology,liamfallon,,
Sandbox,krkn-chaos,Darshan Jain,Red Hat,ddjain,https://github.com/krkn-chaos/.project/blob/main/maintainers.yaml,cncf-krkn-maintainers@lists.cncf.io
,,Naga Ravi Chaitanya Elluri,Red Hat LLC,chaitanyaenr,,
,,Paige Patton,Red Hat LLC,paigerube14,,
,,pradeep kumar,Individual - No Account,psuriset,,
,,Sahil Shah,Individual - No Account,shahsahil264,,
,,Tullio Sebastiani,Individual - No Account,tsebastiani,,
,,Yog ananth,Individual - No Account,yogananth-subramanian,,
Sandbox,Kuadrant,Adam Cattermole,Individual - No Account,adam-cattermole,https://github.com/Kuadrant/.project/blob/main/maintainers.yaml,cncf-kuadrant-maintainers@lists.cncf.io
,,Alex Snaps,Individual - No Account,alexsnaps,,
,,,,Boomatang,,
,,,,david-martin,,
,,,,didierofrivia,,
,,Eguzki Astiz Lezaun,Individual - No Account,eguzki,,
,,Guilherme Cassolato,Red Hat LLC,guicassolato,,
,,Jason Madigan,Individual - No Account,jasonmadigan,,
,,,,KevFan,,
,,,,maleck13,,
,,,,mikenairn,,
,,,,philbrookes,,
,,,,R-Lawton,,
Sandbox,kuasar-io,,,abel-von,https://github.com/kuasar-io/.project/blob/main/maintainers.yaml,cncf-kuasar-maintainers@lists.cncf.io
,,Danni Xia,Individual - No Account,Vanient,,
,,,,flyflypeng,,
,,Hung-Ying Tai,WasmEdge,hydai,,
,,Jingxiao Lu,"Hangzhou NetEase Shuzhifan Technology Co., Ltd",jingxiaolu,,
,,Kevin Wang,"Huawei Technologies Co., Ltd",kevin-wangzefeng,,
,,,,luohl364218,,
,,Michael Yuan,Second State,juntao,,
,,,,quincyliu001,,
,,,,sunyulin728,,
,,Tianyang Zhang,"Huawei Technologies Co., Ltd",Burning1020,,
,,,,xietuo,,
,,,,xukobe,,
Sandbox,kube-burner,Raúl Sevilla Cañavate,Red Hat LLC,rsevilla87,https://github.com/kube-burner/.project/blob/main/maintainers.yaml,cncf-kube-burner-maintainers@lists.cncf.io
,,Sai Sindhur Malleni,Red Hat LLC,smalleni,,
,,Vishnu Challa,Individual - No Account,vishnuchalla,,
,,Ygal Blum,Red Hat LLC,ygalblum,,
Sandbox,kube-logging,Attila Szakacs,Individual - No Account,alltilla,https://github.com/kube-logging/.project/blob/main/maintainers.yaml,cncf-loggingoperator-maintainers@lists.cncf.io
,,Bence Csáti,Individual - No Account,csatib02,,
,,Ferenc Hernadi,"Cisco Systems, Inc.",ahma,,
,,Márk Sági-Kazár,Individual - No Account,sagikazarmark,,
,,Parrag Szilárd Ádám,Axoflow,overorion,,
,,Peter Wilcsinszky,Individual - No Account,pepov,,
,,Robert Fekete,,fekete-robert,,
,,Sándor Guba,"Cisco Systems, Inc.",tarokkk,,
Sandbox,kube-rs,Danil Grigorev,Red Hat LLC,Danil-Grigorev,https://github.com/kube-rs/.project/blob/main/maintainers.yaml,cncf-kube-rs-social@lists.cncf.io
,,Eirik Albrigtsen,Individual - No Account,clux,,
,,Kaz Yoshihara,Individual - No Account,kazk,,
,,Matei David,"Buoyant, Inc.",mateiidavid,,
,,,,nightkr,,
Sandbox,kube-vip,Daniel Finneran,Isovalent Inc.,thebsdbox,https://github.com/kube-vip/.project/blob/main/maintainers.yaml,cncf-kubevip-maintainers@lists.cncf.io
,,yassine TIJANI,Individual - No Account,yastij,,
Sandbox,kubean-io,,,0ekk,https://github.com/kubean-io/.project/blob/main/maintainers.yaml,cncf-kubean-maintainers@lists.cncf.io
,,bao guangli,,tukwila,,
,,BO JIANG,"DaoCloud Network Technology Co., Ltd.",ErikJiang,,
,,,,FloatXD,,
,,,,hangscer8,,
,,Kay Yan,"DaoCloud Network Technology Co., Ltd.",yankay,,
,,,,KubeKyrie,,
,,Michael Yao,"DaoCloud Network Technology Co., Ltd.",windsonsea,,
,,xiao zhang,Individual - No Account,wawa0210,,
,,Yuanhang Pan,"DaoCloud Network Technology Co., Ltd.",panpan0000,,
Sandbox,kubearmor,ACHREF BEN SAAD,Accuknox,achrefbensaad,https://github.com/kubearmor/.project/blob/main/maintainers.yaml,cncf-KubeArmor-maintainers@lists.cncf.io
,,Ankur Kothiwal,CERN,Ankurk99,,
,,Anurag Kumar,Individual - No Account,kranurag7,,
,,Aryan Bakliwal,Accuknox,AryanBakliwal,,
,,Aryan Sharma,Accuknox,Aryan-sharma11,,
,,Barun Acharya,Odigos,daemon1024,,
,,,,nam-jaehyun,,
,,Rahul Jadhav,Accuknox,nyrahul,,
,,Ramakant Sharma,Individual - No Account,rksharma95,,
,,Rudraksh Pareek,Accuknox,DelusionalOptimist,,
Sandbox,kubeclipper,,,lysign,https://github.com/kubeclipper/.project/blob/main/maintainers.yaml,cncf-kubeclipper-maintainers@lists.cncf.io
,,,,Mengchenchen,,
,,,,Metrora,,
,,,,moweiwei,,
,,,,qinyer,,
,,,,sacredartr,,
,,Wu Wenxiang,Individual - No Account,wu-wenxiang,,
,,,,x893675,,
,,,,Xvv-v,,
,,,,zhuzhenfan,,
,,云鹏 刘,Individual - No Account,lyp256,,
,,李 学端,Individual - No Account,lixd,,
Sandbox,KubeElasti,Abhishek Choudhary,Individual - No Account,innoavator,https://github.com/KubeElasti/.project/blob/main/maintainers.yaml,cncf-KubeElasti-maintainers@lists.cncf.io
,,Raman Tehlan,Individual - No Account,ramantehlan,,
,,Shubham Rai,Individual - No Account,shubhamrai1993,,
Sandbox,kubefleet-dev,Britania Rodriguez Reyes,Microsoft,britaniar,https://github.com/kubefleet-dev/.project/blob/main/maintainers.yaml,cncf-kubefleet-maintainers@lists.cncf.io
,,Chen Yu,Individual - No Account,michaelawyu,,
,,Simon Waight,Microsoft,sjwaight,,
,,Stéphane Erbrech,Individual - No Account,serbrech,,
,,Wei Weng,Individual - No Account,weng271190436,,
,,Yetkin Timocin,Individual - No Account,ytimocin,,
,,Zhiying Lin,Individual - No Account,zhiying-lin,,
Sandbox,kubeovn,fanriming123@163.com fanriming123@163.com,Individual - No Account,fanriming,https://github.com/kubeovn/.project/blob/main/maintainers.yaml,cncf-kube-ovn-maintainers@lists.cncf.io
,,,,hongzhen-ma,,
,,Mengxin Liu,Individual - No Account,oilbeater,,
,,SKALA NETWORKS,Individual - No Account,SkalaNetworks,,
,,,,zhangzujian,,
,,兵兵 张,"China Mobile (Suzhou)software Technology Co., Ltd.",zbb88888,,
,,王 玉东,Individual - No Account,wangyd1988,,
Sandbox,kubereboot,Dharsan Baskar,Individual - No Account,dharsanb,https://github.com/kubereboot/.project/blob/main/maintainers.yaml,cncf-kured-maintainers@lists.cncf.io
,,Jack Francis,Microsoft Corporation,jackfrancis,,
,,Jean-Philippe Evrard,TLaaS,evrardjp,,
Sandbox,kuberhealthy,Eric Greer,"Epic Games, Inc",integrii,https://github.com/kuberhealthy/.project/blob/main/maintainers.yaml,cncf-kuberhealthy-maintainers@lists.cncf.io
Sandbox,kubeslice,,,bharath-avesha,https://github.com/kubeslice/.project/blob/main/maintainers.yaml,cncf-kubeslice-maintainers@lists.cncf.io
,,,,eric978,,
,,Md Imran,Razorpay,narmidm,,
,,Prabhu Navali,Avesha,pnavali,,
,,,,richiesebastian,,
Sandbox,kubestellar,Andy Anderson,Kubestellar,clubanderson,https://github.com/kubestellar/.project/blob/main/maintainers.yaml,cncf-kubestellar-maintainers@lists.cncf.io
,,Braulio Dumba,IBM,dumb0002,,
,,Jun Duan,International Business Machines Corporation,waltforme,,
,,Kevin Roche,Individual - No Account,KPRoche,,
,,Mike Spreitzer,International Business Machines Corporation,MikeSpreitzer,,
,,Paolo Dettori,International Business Machines Corporation,pdettori,,
Sandbox,kubewarden,Alessio Biancalana,SUSE LLC,dottorblaster,https://github.com/kubewarden/.project/blob/main/maintainers.yaml,cncf-kubewarden-maintainers@lists.cncf.io
,,Alessio Greggi,Individual - No Account,alegrey91,,
,,Fabrizio Sestito,Individual - No Account,fabriziosestito,,
,,Flavio Castelli,SUSE LLC,flavio,,
,,José Guilherme Vanz,SUSE LLC,jvanz,,
,,Kyle Dong,Individual - No Account,kyledong-suse,,
,,Olivier Vernin,SUSE Software Solutions Germany GmbH,olblak,,
,,Rafael Fernández López,VMware LLC,ereslibre,,
,,Raul Cabello Martin,Individual - No Account,raulcabello,,
,,Shang-Wen Wang,SUSE LLC,holyspectral,,
,,Víctor Cuadrado,SUSE Software Solutions Germany GmbH,viccuad,,
Sandbox,kudobuilder,,,alenkacz,https://github.com/kudobuilder/.project/blob/main/maintainers.yaml,cncf-kudo-maintainers@lists.cncf.io
,,Jeff Mccormick,Individual - No Account,jmccormick2001,,
,,Kenneth Guy Sipe III,"D2iQ, Inc.",kensipe,,
,,Tom Runyon,Defense Unicorns,runyontr,,
,,Zain Malik,Individual - No Account,zmalik,,
,,,,zen-dog,,
Sandbox,kumahq,Bart Smykla,Kong Inc.,bartsmykla,https://github.com/kumahq/.project/blob/main/maintainers.yaml,cncf-kuma-maintainers@lists.cncf.io
,,Charly Molter,Individual - No Account,lahabana,,
,,Ilya Lobkov,Kong Inc.,lobkovilya,,
,,Krzysztof Słonka,Kong Inc.,slonka,,
,,Marcin Skalski,Individual - No Account,Automaat,,
,,Łukasz Dziedziak,Kong Inc.,lukidzi,,
Sandbox,KusionStack,Chaer Chaer,Individual - No Account,Eikykun,https://github.com/KusionStack/.project/blob/main/maintainers.yaml,cncf-kusionstack-maintainers@lists.cncf.io
,,,,ColdsteelRail,,
,,,,elliotxx,,
,,,,liu-hm19,,
,,Ruquan Zhao,Individual - No Account,ruquanzhao,,
,,,,shaofan-hs,,
,,,,SparkYuan,,
,,Walk Woo,Individual - No Account,wu8685,,
,,Yang Yang,Intel Corporation,Yangyang96,,
,,Zai Chen,Mastercard Inc.,ffforest,,
,,Zibo He,"Ant Group Co., Ltd.",adohe,,
,,章 Unknown,Individual - No Account,zoumo,,
Sandbox,llm-d,Abdullah Gharaibeh,Google LLC,ahg-g,https://github.com/llm-d/.project/blob/main/maintainers.yaml,cncf-llm-d-maintainers@lists.cncf.io
,,Carlos Costa,IBM Research,chcost,,
,,Clayton Coleman,Google LLC,smarterclayton,,
,,David Simmons,Red Hat,davidgs,,
,,Pete Cheslock,Red Hat LLC,petecheslock,,
,,Robert Shaw,Red Hat LLC,robertgshaw2-redhat,,
Sandbox,loxilb-io,,,backguynn,https://github.com/loxilb-io/.project/blob/main/maintainers.yaml,cncf-loxilb-maintainers@lists.cncf.io
,,Inho Gog,Individual - No Account,inhogog2,,
,,,,TrekkieCoder,,
,,,,UltraInstinct14,,
Sandbox,meshery,Aabid Sofi,Individual - No Account,aabidsofi19,https://github.com/meshery/.project/blob/main/maintainers.yaml,cncf-meshery-maintainers@lists.cncf.io
,,Aadhitya A,Citi,alphax86,,
,,Aaditya Narayan,Individual - No Account,asubedy,,
,,Adithya Krishna V Sharma,Red Hat LLC,adithyaakrishna,,
,,,,alexquincy,,
,,Antonette Caldwell,Aquia Inc,acald-creator,,
,,Arjun Mehta,Individual - No Account,arjunmehta-git,,
,,Ashish Tiwari,Individual - No Account,revolyssup,,
,,Bowen LI,Individual - No Account,aisuko,,
,,Carlos Silva,Individual - No Account,carlosriosilva,,
,,,,cooperfitzgerald,,
,,,,dheerajng,,
,,Haim Helman,Octarine,thehh1974,,
,,Hussaina Begum Nandyala,VMware Inc,hexxdump,,
,,,,ianrwhitney,,
,,Ijeoma Favour Eti,Individual - No Account,aijeyomah,,
,,James Horton,Individual - No Account,hortison,,
,,,,jamieplu,,
,,Kate Suttons,Layer5,suttonskate,,
,,Lee Calcote,Layer5,leecalcote,,
,,Marcus Ringblom,Individual - No Account,marblom007,,
,,Matthieu EVRIN,Moneris Solutions Corporation,lekaf974,,
,,Mericio Hablo,Individual - No Account,simihablo,,
,,,,mgfeller,,
,,Mia Grenell,Individual - No Account,miacycle,,
,,Nikhil Ladha,Individual - No Account,nikhil-ladha,,
,,,,pontusringblom,,
,,Pranav Singh,Individual - No Account,thebeginner86,,
,,Rian Cteulp,Individual - No Account,ritzorama,,
,,Sangram Kesari Rath,OD10 Ventures Pvt. Ltd.,sangramrath,,
,,Shivay Lamba,"Couchbase, Inc.",shivaylamba,,
,,Sudhanshu Dasgupta,Individual - No Account,sudhanshutech,,
,,Yash Sharma,Individual - No Account,yashsharma1911,,
,,Yi Nuo,Individual - No Account,yi-nuo426,,
Sandbox,metallb,Federico Paolinelli,Individual - No Account,fedepaol,https://github.com/metallb/.project/blob/main/maintainers.yaml,cncf-MetalLB-maintainers@lists.cncf.io
,,Steven Hardy,Red Hat LLC,russellb,,
Sandbox,modelpack,Andrew Block,Red Hat,sabre1041,https://github.com/modelpack/.project/blob/main/maintainers.yaml,cncf-modelpack-maintainers@lists.cncf.io
,,,,bmicklea,,
,,,,caozhuozi,,
,,Chenyu Zhang,Ant Group,chlins,,
,,Gorkem Ercan,Red Hat LLC,gorkem,,
,,Matteo Mortari,Individual - No Account,tarilabs,,
,,Ricardo Aravena,Nunchux AI,raravena80,,
,,Tao Peng,Ant Group,bergwolf,,
,,Wang Yan,Broadcom Inc,wy65701436,,
,,Wenbo Qi,Individual - No Account,gaius-qi,,
,,Zhao Chen,Individual - No Account,aftersnow,,
Sandbox,networkservicemesh,Andrey Sobolev,Xored,haiodo,https://github.com/networkservicemesh/.project/blob/main/maintainers.yaml,cncf-nsm-maintainers@lists.cncf.io
,,Ed Warnicke,"Cisco Systems, Inc.",edwarnicke,,
,,Frederick Kautz,"Anthem, Inc.",fkautz,,
,,Nikolay Nikolaev,Isovalent Inc.,nickolaev,,
Sandbox,nmstate,enrique llorente,Red Hat LLC,qinqon,https://github.com/nmstate/.project/blob/main/maintainers.yaml,cncf-nmstate-maintainers@lists.cncf.io
,,,,ffmancera,,
,,Gris Ge,Individual - No Account,cathay4t,,
,,,,ihuguet,,
,,Ján Václav,Red Hat,jvaclav-rh,,
,,Mateusz Kowalski,Red Hat LLC,mkowalski,,
Sandbox,oauth2-proxy,Jacek Lakis,Intel Corporation,jjlakis,https://github.com/oauth2-proxy/.project/blob/main/maintainers.yaml,oauth2-proxy-maintainers@lists.cncf.io
,,Jan Larwig,STACKIT,tuunit,,
,,Joel Speed,Red Hat LLC,joelspeed,,
,,Pierluigi Lenoci,SAP,pierluigilenoci,,
Sandbox,opcr-io,Andrew Poland,aserto,apoland,https://github.com/opcr-io/.project/blob/main/maintainers.yaml,cncf-OPCR-maintainers@lists.cncf.io
,,Daniel Carabas,"Puppet, Inc.",carabasdaniel,,
,,,,florindragos,,
,,Gert Drapers,aserto,gertd,,
,,,,gimmyxd,,
,,,,mihaibuzgau,,
,,,,noashavit,,
,,,,oanatmaria,,
,,Omri Gazitt,aserto,ogazitt,,
,,Vlad Iovanov,Individual - No Account,viovanov,,
Sandbox,open-cluster-management-io,. XueZhao,Red Hat LLC,xuezhaojun,https://github.com/open-cluster-management-io/.project/blob/main/maintainers.yaml,cncf-ocm-maintainers@lists.cncf.io
,,Amrutha Harikumar,Individual - No Account,amrcoder,,
,,August Simonelli,Red Hat LLC,augustrh,,
,,Benjamin Perry,Individual - No Account,bhperry,,
,,Chunlin Yang,Individual - No Account,clyang82,,
,,David Eads,Red Hat LLC,deads2k,,
,,,,dongbeiqing,,
,,gaurav jaswal,Individual - No Account,jaswalkiranavtar,,
,,,,haowells,,
,,Jeffrey Wong,Individual - No Account,jeffw17,,
,,Jian Qiu,Individual - No Account,qiujian16,,
,,Jian Zhu,Individual - No Account,zhujian7,,
,,Joshua Packer,Red Hat LLC,jnpacker,,
,,Kahiro Okina,"Craftsman Software, Inc.",kahirokunn,,
,,Longlong Cao,Individual - No Account,morvencao,,
,,Meng Yan,Individual - No Account,yanmxa,,
,,Mike Ng,Red Hat,mikeshng,,
,,Qing Hao,Individual - No Account,haoqing0110,,
,,Ramesh Krishna,Individual - No Account,ramekris3163,,
,,Suvaansh Suvaansh,Individual - No Account,suvaanshkumar,,
,,Tamal Saha,AppsCode Inc.,tamalsaha,,
,,Tyler Gillson,"Spectro Cloud, Inc.",TylerGillson,,
,,Wei Liu,Individual - No Account,skeeey,,
,,Yang Le,Individual - No Account,elgnay,,
,,Zhiwei Yin,Individual - No Account,zhiweiyin318,,
Sandbox,open-gitops,Christian Hernandez,"Cisco Systems, Inc.",christianh814,https://github.com/open-gitops/.project/blob/main/maintainers.yaml,cncf-opengitops-maintainers@lists.cncf.io
,,Dan Garfield,Octopus Deploy PTY Ltd.,todaywasawesome,,
,,Jaime Magiera,Individual - No Account,JaimeMagiera,,
,,Leonardo Murillo,Cloud Native Architects Inc,murillodigital,,
,,Niki Manoledaki,"Raintank, Inc. – Grafana Labs",nikimanoledaki,,
,,Niklas Metje,Individual - No Account,niklasmtj,,
,,Roberth Strand,Sopra Steria Group,roberthstrand,,
,,Scott Rigby,Individual - No Account,scottrigby,,
Sandbox,open-workflow-specification,Charles d'Avernas,Neuroglia,cdavernas,https://github.com/open-workflow-specification/.project/blob/main/maintainers.yaml,cncf-open-workflow-maintainers@lists.cncf.io
,,Ricardo Zanini,Red Hat LLC,ricardozanini,,
Sandbox,openchoreo,Binura Gunasekara,WSO2 LLC.,binura-g,https://github.com/openchoreo/.project/blob/main/maintainers.yaml,cncf-openchoreo-maintainer@lists.cncf.io
,,Chalindu Kodikara,Individual - No Account,chalindukodikara,,
,,Chathuranga Dassanayake,WSO2 LLC.,ChathurangaKCD,,
,,Chathuranga Siriwardhana,WSO2 LLC.,chathuranga95,,
,,Dehiwalage Jude Nilushan Costa,WSO2 LLC.,nilushancosta,,
,,Isala Isiranga Piyarisi,Individual - No Account,isala404,,
,,Kandegoda Gamage Akila Induranga,WSO2 LLC.,akila-i,,
,,Kavishka Fernando,Individual - No Account,kavishkafernando,,
,,Kavith Lokuhewage,WSO2 LLC.,kaviththiranga,,
,,Ketharan Suntharam,Individual - No Account,Ketharan,,
,,Lakmal Warusawithana,WSO2 LLC.,lakwarus,,
,,Lakshan Sivagnanasothy,WSO2 LLC.,LakshanSS,,
,,Mevan Karunanayake,WSO2 LLC.,mevan-karu,,
,,Mihindukulasuriya John Yurantha Binoy Peries,Individual - No Account,binoyPeries,,
,,Miraj Abeysekara,WSO2 LLC.,Mirage20,,
,,Pavuthvadura Lahiru Udayanga De Silva,WSO2 LLC.,NomadXD,,
,,Rashad Sirajudeen,Individual - No Account,rashadism,,
,,Sameera Jayasoma,WSO2 LLC.,sameerajayasoma,,
,,Stefinie Fernando,WSO2 LLC.,stefinie123,,
,,Thellambura Hettige Janaka Sandaruwan,Individual - No Account,JanakaSandaruwan,,
,,Tishan Dahanayakage,WSO2,tishan89,,
,,Vajira Prabuddhaka,WSO2,VajiraPrabuddhaka,,
,,Yashod Perera,WSO2 LLC.,yashodgayashan,,
Sandbox,openebs,Abhinandan Purkait,DataCore Software,abhinandan-purkait,https://github.com/openebs/.project/blob/main/maintainers.yaml,cncf-openebs-maintainers@lists.cncf.io
,,Alexander Best,DataCore Software,alex130469,,
,,David Brace,Altimetrik,orville-wright,,
,,Muhammed Hussain Karimi,ParminCloud,mhkarimi1383,,
,,Niladri Halder,DataCore Software,niladrih,,
,,Tiago Castro,DataCore Software,tiagolobocastro,,
,,Vishnu Attur,Google,avishnu,,
Sandbox,openeverest,Chi Fujii,Solanica,chilagrow,https://github.com/openeverest/.project/blob/main/maintainers.yaml,cncf-openeverest-maintainers@lists.cncf.io
,,Diogo Recharte,Solanica,recharte,,
,,Iaroslavna Soloveva,Individual - No Account,solovevayaroslavna,,
,,Oksana Grishchenko,Individual - No Account,oksana-grishchenko,,
,,Sergey Pronin,Solanica,spron-in,,
Sandbox,OpenFunction,. 张海立,Individual - No Account,webup,https://github.com/OpenFunction/.project/blob/main/maintainers.yaml,cncf-OpenFunction-maintainers@lists.cncf.io
,,,,arugal,,
,,benjamin huo,Individual - No Account,benjaminhuo,,
,,Feynman Zhou,Tencent,FeynmanZhou,,
,,Kehui Li,Individual - No Account,kehuili,,
,,laminar laminar,Individual - No Account,tpiperatgod,,
,,LIZE CAI,SAP SE,lizzzcai,,
,,,,wanjunlei,,
,,,,wrongerror,,
,,zhang shanyou,Individual - No Account,geffzhang,,
,,程 德昊,Individual - No Account,wenchajun,,
Sandbox,openGemini,,,fx408,https://github.com/openGemini/.project/blob/main/maintainers.yaml,cncf-opengemini-maintainers@lists.cncf.io
,,,,MrSanZhi,,
,,,,shilinlee,,
,,,,xiangyu5632,,
,,Zhangjian He,Individual - No Account,hezhangjian,,
